Curve_after_gate,Distance_first_part,Distance_second_part,Vel_first_part,Vel_second_part,Acc_first_part,Acc_second_part
1,11.988088863135035,13.73119668307381,71.57616324025476,72.91191871373114,0.9518018136054951,1.8776818684906107
2,14.288963398050699,17.79439934925865,71.56369292807716,69.85939026311937,0.9540690689044856,1.877935934035563
3,10.61079942277892,18.11026805320682,68.83655836203513,68.64211117216261,0.859974749050207,1.9546295989450846
4,7.2628858273678905,19.740018607265103,66.1453343081213,62.92178799419751,0.6125039900087561,1.7687780141384684
5,14.547773245028672,10.906041345562082,61.01199577871257,61.60438389011187,1.1881438582906667,2.218164890661589
6,17.30567280218402,14.650265918114966,62.52922082501231,59.80421917147027,1.2264994051440372,1.7374467392553545
7,18.33579686723866,12.178634882072704,58.73205709849452,57.66342997332367,1.3247295021640948,1.831519291414492
8,13.550933393865911,25.32571364186499,58.54833189715061,57.4276734892253,1.012541993979285,1.617705261941675
9,14.022359335361422,14.155493738749243,59.360377356101125,60.675970050423835,1.2205210477700155,1.8929986272794674
10,11.894262805099359,17.814940813592948,63.56678492707883,62.90441367897445,0.9938192838578968,1.873555201434155
11,12.406925647336305,13.442586638572719,63.00161821312863,66.09096674650637,1.1550862668061086,1.7885259895370929
12,16.174831027712674,14.37080540898026,64.12947752423058,62.10823915636752,1.1376544868292977,1.794460175785648
13,16.112092304697462,14.447825861358965,60.05452428784684,60.91759078678182,1.1471412782685333,1.835111518711421
14,10.040704440445653,21.897492576974035,63.04530028362456,63.734341005720495,0.8288066120462263,1.9299694822152647
15,12.854317929571181,8.490254155203537,63.11677587832281,63.90098308560347,1.0056707356703791,1.7905966385999106
16,15.94391087223915,20.475384445856506,63.16751938990536,60.74606437175629,1.2946898172289976,1.7406580804734608
17,10.812399340166492,10.742847707793782,61.407011666762344,60.84386913369593,0.8597965818502,1.7800439916416837
18,17.788467313919316,21.312445195791305,61.23475970841961,59.84756631476509,1.282867544510867,1.6461998868606094
19,8.141409084871349,13.26965151480977,62.916483777948365,63.228405998387835,0.6835367451529895,1.594055960857341
20,11.765612787057872,22.112245769221815,63.090450758791874,62.92999825988838,1.0303326396317738,1.343980942505343
21,6.729817246309102,8.539320001113147,66.09416859755619,67.77740899400757,0.6242930348245175,1.9512387488023835
22,15.865114703037118,21.750541792680835,67.42871840312102,66.91384917664855,1.1425137594576733,1.7412544871524178
23,10.704044835411786,10.72048686645428,69.66179099839783,68.85189502560965,0.932693346904593,1.9226989367038592
24,17.044045199996724,17.07519054107513,65.14287931588747,60.30745398887098,1.0536613634985226,1.579943388563491
25,13.460165548776677,10.657442913555899,58.207366980024766,56.884628874073236,0.7706495197709434,1.615415304905012
26,16.366471779940294,17.211938931528323,53.380535386475216,48.39353144127464,0.9661510764949096,1.4290784739431432
27,11.508158479745548,10.654865432055857,45.00218397077285,42.018827317857614,1.2864656292769878,1.4755468047622737
